episode,timestep,reward
2497,2498000,-100.0
2499,2500000,-100.0
2501,2502000,-100.0
2503,2504000,-100.0
2505,2506000,-100.0
2507,2508000,-100.0
2509,2510000,-100.0
2511,2512000,-100.0
2513,2514000,-100.0
2515,2516000,-100.0
2517,2518000,-100.0
2519,2520000,-100.0
2521,2522000,-100.0
2523,2524000,-100.0
2525,2526000,-100.0
2527,2528000,-100.0
2529,2530000,-100.0
2531,2532000,-100.0
2533,2534000,-100.0
2535,2536000,-100.0
2537,2538000,-100.0
2539,2540000,-100.0
2541,2542000,-100.0
2543,2544000,-100.0
2545,2546000,-100.0
2547,2548000,-100.0
2549,2550000,-100.0
2551,2552000,-100.0
2553,2554000,-100.0
2555,2556000,-100.0
2557,2558000,-100.0
2559,2560000,-100.0
2561,2562000,-100.0
2563,2564000,-100.0
2565,2566000,-100.0
2567,2568000,-100.0
2569,2570000,-100.0
2571,2572000,-100.0
2573,2574000,-100.0
2575,2576000,-100.0
2577,2578000,-100.0
2579,2580000,-100.0
2581,2582000,-100.0
2583,2584000,-100.0
2585,2586000,-100.0
2587,2588000,-100.0
2589,2590000,-100.0
2591,2592000,-100.0
2593,2594000,-100.0
2595,2596000,-100.0
2597,2598000,-100.0
2599,2600000,-100.0
2601,2602000,-100.0
2603,2604000,-100.0
2605,2606000,-100.0
2607,2608000,-100.0
2609,2610000,-100.0
2611,2612000,-100.0
2613,2614000,-100.0
2615,2616000,-100.0
2617,2618000,-100.0
2619,2620000,-100.0
2621,2622000,-100.0
2623,2624000,-100.0
2625,2626000,-100.0
2627,2628000,-100.0
2629,2630000,-100.0
2631,2632000,-100.0
2633,2634000,-100.0
2635,2636000,-100.0
2637,2638000,-100.0
2639,2640000,-100.0
2641,2642000,-100.0
2643,2644000,-100.0
2645,2646000,-100.0
2647,2648000,-100.0
2649,2650000,-100.0
2651,2652000,-100.0
2653,2654000,-100.0
2655,2656000,-100.0
2657,2658000,-100.0
2659,2660000,-100.0
2661,2662000,-100.0
2663,2664000,-100.0
2665,2666000,-100.0
2667,2668000,-100.0
2669,2670000,-100.0
2671,2672000,-100.0
2673,2674000,-100.0
2675,2676000,-100.0
2677,2678000,-100.0
2679,2680000,-100.0
2681,2682000,-100.0
2683,2684000,-100.0
2685,2686000,-100.0
2687,2688000,-100.0
2689,2690000,-100.0
2691,2692000,-100.0
2693,2694000,-100.0
2695,2696000,-100.0
